subjectid,gender,birthdate,genotype,cagenumber,health,cagemates,experimenter,tasktypedone,notes,intensityofcost1,intensityofcost2,intensityofcost3,intensityofcost4,costprobability1,costprobability2,costprobability3,costprobability4,rewardconcentration1,rewardconcentration2,rewardconcentration3,rewardconcentration4,rewardvolume1,rewardvolume2,rewardvolume3,rewardvolume4,rewardprobability1,rewardprobability2,rewardprobability3,rewardprobability4,mazenumber,approachavoidtimestamp,approachavoid,playstarttrialtone,presentcost,lightlevel,referencetime,videostartime,feeder,stoptrack,trialname,detectionsettings,trialcontrolsettings,referenceduration,animalid,mazeofferdelivery,mazenoofferdelivery,starttime,recordingafter,recordingduration,trialduration,mazecostoff,coordinatetimes,xcoordinates,ycoordinates,presentcostend,costpresenetationfinish,stopincopixrecording,decisionmakingtime,startincopixrecording,date,activezonetimestamp,activezonevalue,presentcostontimestamp,costacknowledgementtimestamp,deliveryacknowledgementtimestamp,coordinatetimes2,xcoordinates2,ycoordinates2,xtail,ytail,xnose,ynose,direction,truextail,trueytail,truexnose,trueynose,truedirection,id
andrea,Female,07/06/2021,CRL: Long Evans,14294,N/A,Neftali,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 10:51:47.5,03/03/2022 10:51:47.5,1,23.3,Trial    25,v.1 Detection Settings,P3 L2 Opposite,0:00:30.4,Andrea,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:51:47.5,0:00:07.0,0:00:23.4,0:00:30.4,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,8,21.000000,8,8,14.6,,,,,,,,,,,,,,136051
neftali,Female,07/06/2021,CRL: Long Evans,14294,N/A,Andrea,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 10:51:47.5,03/03/2022 10:51:47.5,3,23.3,Trial    25,v.1 Detection Settings,P3 L2 Opposite,0:00:30.4,Neftali,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:51:47.5,0:00:07.0,0:00:23.4,0:00:30.4,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,33.000000,5.6,6.8,14.8,,,,,,,,,,,,,,136052
fiona,Female,07/06/2021,CRL: Long Evans,14295,N/A,Juana,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 10:51:47.5,03/03/2022 10:51:47.5,4,23.3,Trial    25,v.1 Detection Settings,P3 L2 Opposite,0:00:30.4,Fiona,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:51:47.5,0:00:07.0,0:00:23.4,0:00:30.4,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,44.000000,5.6,5.6,10.7,,,,,,,,,,,,,,136053
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,12.2,1.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:52:39.2,03/03/2022 10:52:39.1,4,24.1,Trial    26,v.1 Detection Settings,P3 L3,0:00:31.2,none,12.2,12.2,03/03/2022 10:52:39.2,0:00:07.0,0:00:24.2,0:00:31.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,14.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136054
andrea,Female,07/06/2021,CRL: Long Evans,14294,N/A,Neftali,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,12.2,1.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:52:39.2,03/03/2022 10:52:39.1,2,24.1,Trial    26,v.1 Detection Settings,P3 L3,0:00:31.2,Andrea,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:52:39.2,0:00:07.0,0:00:24.2,0:00:31.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,22.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136055
neftali,Female,07/06/2021,CRL: Long Evans,14294,N/A,Andrea,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,13.7,1.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:52:39.2,03/03/2022 10:52:39.1,1,24.1,Trial    26,v.1 Detection Settings,P3 L3,0:00:31.2,Neftali,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:52:39.2,0:00:07.0,0:00:24.2,0:00:31.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,6.2,31.000000,6.2,7.1,15.6,,,,,,,,,,,,,,136056
fiona,Female,07/06/2021,CRL: Long Evans,14295,N/A,Juana,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,10.7,1.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:52:39.2,03/03/2022 10:52:39.1,1,24.1,Trial    26,v.1 Detection Settings,P3 L3,0:00:31.2,Fiona,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:52:39.2,0:00:07.0,0:00:24.2,0:00:31.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,41.000000,5.6,5.6,10.7,,,,,,,,,,,,,,136057
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,12.2,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 10:53:31.4,03/03/2022 10:53:31.4,4,23.8,Trial    27,v.1 Detection Settings,P3 L2,0:00:30.9,none,12.2,12.2,03/03/2022 10:53:31.4,0:00:07.0,0:00:23.9,0:00:30.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,14.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136058
andrea,Female,07/06/2021,CRL: Long Evans,14294,N/A,Neftali,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 10:53:31.4,03/03/2022 10:53:31.4,3,23.8,Trial    27,v.1 Detection Settings,P3 L2,0:00:30.9,Andrea,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:53:31.4,0:00:07.0,0:00:23.9,0:00:30.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,23.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136059
neftali,Female,07/06/2021,CRL: Long Evans,14294,N/A,Andrea,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,13.5,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 10:53:31.4,03/03/2022 10:53:31.4,1,23.8,Trial    27,v.1 Detection Settings,P3 L2,0:00:30.9,Neftali,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:53:31.4,0:00:07.0,0:00:23.9,0:00:30.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,31.000000,5.6,6.9,15.3,,,,,,,,,,,,,,136060
fiona,Female,07/06/2021,CRL: Long Evans,14295,N/A,Juana,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,10.7,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 10:53:31.4,03/03/2022 10:53:31.4,1,23.8,Trial    27,v.1 Detection Settings,P3 L2,0:00:30.9,Fiona,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:53:31.4,0:00:07.0,0:00:23.9,0:00:30.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,41.000000,5.6,5.6,10.7,,,,,,,,,,,,,,136061
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:54:23.6,03/03/2022 10:54:23.5,2,23.7,Trial    28,v.1 Detection Settings,P3 L1 Opposite,0:00:30.8,none,12.2,12.2,03/03/2022 10:54:23.6,0:00:07.0,0:00:23.8,0:00:30.8,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136062
andrea,Female,07/06/2021,CRL: Long Evans,14294,N/A,Neftali,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:54:23.6,03/03/2022 10:54:23.5,3,23.7,Trial    28,v.1 Detection Settings,P3 L1 Opposite,0:00:30.8,Andrea,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:54:23.6,0:00:07.0,0:00:23.8,0:00:30.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,23.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136063
neftali,Female,07/06/2021,CRL: Long Evans,14294,N/A,Andrea,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,13.3,1.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:54:23.6,03/03/2022 10:54:23.5,3,23.7,Trial    28,v.1 Detection Settings,P3 L1 Opposite,0:00:30.8,Neftali,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:54:23.6,0:00:07.0,0:00:23.8,0:00:30.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,33.000000,5.6,6.7,15.2,,,,,,,,,,,,,,136064
fiona,Female,07/06/2021,CRL: Long Evans,14295,N/A,Juana,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:54:23.6,03/03/2022 10:54:23.5,3,23.7,Trial    28,v.1 Detection Settings,P3 L1 Opposite,0:00:30.8,Fiona,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:54:23.6,0:00:07.0,0:00:23.8,0:00:30.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,43.000000,5.6,5.6,10.7,,,,,,,,,,,,,,136065
andrea,Female,07/06/2021,CRL: Long Evans,14294,N/A,Neftali,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 10:55:15.5,03/03/2022 10:55:15.4,2,24.8,Trial    29,v.1 Detection Settings,P3 L2 Opposite,0:00:31.9,Andrea,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:55:15.5,0:00:07.0,0:00:24.9,0:00:31.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,9.7,22.000000,9.7,9.7,16.3,,,,,,,,,,,,,,136067
neftali,Female,07/06/2021,CRL: Long Evans,14294,N/A,Andrea,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,13.4,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 10:55:15.5,03/03/2022 10:55:15.4,4,24.8,Trial    29,v.1 Detection Settings,P3 L2 Opposite,0:00:31.9,Neftali,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:55:15.5,0:00:07.0,0:00:24.9,0:00:31.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,34.000000,5.6,6.8,14.4,,,,,,,,,,,,,,136068
fiona,Female,07/06/2021,CRL: Long Evans,14295,N/A,Juana,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 10:55:15.5,03/03/2022 10:55:15.4,3,24.8,Trial    29,v.1 Detection Settings,P3 L2 Opposite,0:00:31.9,Fiona,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:55:15.5,0:00:07.0,0:00:24.9,0:00:31.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,10.7,43.000000,10.7,10.7,15.8,,,,,,,,,,,,,,136069
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:56:08.5,03/03/2022 10:56:08.5,2,23.3,Trial    30,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,none,12.2,12.2,03/03/2022 10:56:08.5,0:00:07.0,0:00:23.4,0:00:30.4,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136070
andrea,Female,07/06/2021,CRL: Long Evans,14294,N/A,Neftali,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:56:08.5,03/03/2022 10:56:08.5,3,23.3,Trial    30,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,Andrea,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:56:08.5,0:00:07.0,0:00:23.4,0:00:30.4,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,23.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136071
neftali,Female,07/06/2021,CRL: Long Evans,14294,N/A,Andrea,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:56:08.5,03/03/2022 10:56:08.5,4,23.3,Trial    30,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,Neftali,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:56:08.5,0:00:07.0,0:00:23.4,0:00:30.4,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,8.5,34.000000,8.5,14.3,14.8,,,,,,,,,,,,,,136072
fiona,Female,07/06/2021,CRL: Long Evans,14295,N/A,Juana,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:56:08.5,03/03/2022 10:56:08.5,1,23.3,Trial    30,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,Fiona,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:56:08.5,0:00:07.0,0:00:23.4,0:00:30.4,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,6.7,41.000000,NOT FOUND IN NODULUS,6.7,11.8,,,,,,,,,,,,,,136073
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:57:00.2,03/03/2022 10:57:00.1,2,22.6,Trial    31,v.1 Detection Settings,P3 L2 Opposite,0:00:29.7,none,12.2,12.2,03/03/2022 10:57:00.2,0:00:07.0,0:00:22.7,0:00:29.7,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136074
andrea,Female,07/06/2021,CRL: Long Evans,14294,N/A,Neftali,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:57:00.2,03/03/2022 10:57:00.1,1,22.6,Trial    31,v.1 Detection Settings,P3 L2 Opposite,0:00:29.7,Andrea,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:57:00.2,0:00:07.0,0:00:22.7,0:00:29.7,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,6.1,21.000000,6.1,6.1,12.7,,,,,,,,,,,,,,136075
neftali,Female,07/06/2021,CRL: Long Evans,14294,N/A,Andrea,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:57:00.2,03/03/2022 10:57:00.1,3,22.6,Trial    31,v.1 Detection Settings,P3 L2 Opposite,0:00:29.7,Neftali,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:57:00.2,0:00:07.0,0:00:22.7,0:00:29.7,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,33.000000,5.6,6.1,14.1,,,,,,,,,,,,,,136076
fiona,Female,07/06/2021,CRL: Long Evans,14295,N/A,Juana,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:57:00.2,03/03/2022 10:57:00.1,1,22.6,Trial    31,v.1 Detection Settings,P3 L2 Opposite,0:00:29.7,Fiona,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:57:00.2,0:00:07.0,0:00:22.7,0:00:29.7,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,7.9,41.000000,NOT FOUND IN NODULUS,7.9,10.7,,,,,,,,,,,,,,136077
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:57:51.0,03/03/2022 10:57:50.9,2,22.8,Trial    32,v.1 Detection Settings,P3 L1 Opposite,0:00:29.9,none,12.2,12.2,03/03/2022 10:57:51.0,0:00:07.0,0:00:22.9,0:00:29.9,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136078
andrea,Female,07/06/2021,CRL: Long Evans,14294,N/A,Neftali,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:57:51.0,03/03/2022 10:57:50.9,.,22.8,Trial    32,v.1 Detection Settings,P3 L1 Opposite,0:00:29.9,Andrea,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:57:51.0,0:00:07.0,0:00:22.9,0:00:29.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,0,0.000000,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,8.7,,,,,,,,,,,,,,136079
neftali,Female,07/06/2021,CRL: Long Evans,14294,N/A,Andrea,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:57:51.0,03/03/2022 10:57:50.9,3,22.8,Trial    32,v.1 Detection Settings,P3 L1 Opposite,0:00:29.9,Neftali,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:57:51.0,0:00:07.0,0:00:22.9,0:00:29.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,33.000000,5.6,6.4,14.3,,,,,,,,,,,,,,136080
fiona,Female,07/06/2021,CRL: Long Evans,14295,N/A,Juana,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:57:51.0,03/03/2022 10:57:50.9,3,22.8,Trial    32,v.1 Detection Settings,P3 L1 Opposite,0:00:29.9,Fiona,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:57:51.0,0:00:07.0,0:00:22.9,0:00:29.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,43.000000,5.6,5.6,10.7,,,,,,,,,,,,,,136081
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:58:42.1,03/03/2022 10:58:42.0,2,20.2,Trial    33,v.1 Detection Settings,P3 L1 Opposite,0:00:27.3,none,12.2,12.2,03/03/2022 10:58:42.1,0:00:07.0,0:00:20.3,0:00:27.3,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136082
fiona,Female,07/06/2021,CRL: Long Evans,14295,N/A,Juana,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,10.7,1.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:58:42.1,03/03/2022 10:58:42.0,1,20.2,Trial    33,v.1 Detection Settings,P3 L1 Opposite,0:00:27.3,Fiona,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:58:42.1,0:00:07.0,0:00:20.3,0:00:27.3,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,41.000000,NOT FOUND IN NODULUS,5.6,10.7,,,,,,,,,,,,,,136085
